id,lingua,categoria,livello,fase,persona,territorio,regione,domanda,keyword,ricerche_anno
OBS-I-048226ed-IT,it,mare,internal,hotel,,Comacchio,Emilia-Romagna,quali sono i migliori hotel a Comacchio?,hotel comacchio,15980
OBS-I-04c0aa5b-IT,it,mare,internal,organizzazione,,Sperlonga,Lazio,cosa vedere a Sperlonga?,cosa vedere sperlonga,17030
OBS-I-04c29108-IT,it,mare,internal,hotel,,Santa Teresa Gallura,Sardegna,quali sono i migliori hotel a Santa Teresa Gallura?,hotel santa teresa gallura,21700
OBS-I-0504360e-IT,it,mare,internal,hotel,animali,Cervia,Emilia-Romagna,quali sono i migliori hotel che accettano animali a Cervia?,hotel pet friendly cervia,1400
OBS-I-05863d82-IT,it,mare,internal,hotel,economici,Caorle,Veneto,quali sono i migliori hotel economici a Caorle?,hotel economici caorle,5760
OBS-I-05c323bf-IT,it,mare,internal,hotel,,Bellaria-Igea Marina,Emilia-Romagna,quali sono i migliori hotel a Bellaria-Igea Marina?,hotel bellaria-igea marina,37090
OBS-I-05f87765-IT,it,mare,internal,hotel,,Senigallia,Marche,quali sono i migliori hotel a Senigallia?,hotel senigallia,112200
OBS-I-064d39d5-IT,it,mare,internal,organizzazione,,Salento,Puglia,cosa vedere e cosa fare in zona Salento?,cosa vedere salento,12720
OBS-I-06972f8b-IT,it,mare,internal,hotel,,Fano,Marche,quali sono i migliori hotel a Fano?,hotel fano,22880
OBS-I-069894c8-EN,en,mare,internal,hotel,famiglie,Alassio,Liguria,what are the best family-friendly hotels in Alassio?,alassio family hotels,1570
OBS-I-071d733a-IT,it,mare,internal,hotel,,Gabicce Mare,Marche,quali sono i migliori hotel a Gabicce Mare?,hotel gabicce mare,86000
OBS-I-08012438-EN,en,mare,internal,organizzazione,,Alassio,Liguria,what to see in Alassio?,things to do in alassio,1140
OBS-I-08cee86f-IT,it,mare,internal,hotel,,San Teodoro,Sardegna,quali sono i migliori hotel a San Teodoro?,hotel san teodoro,51700
OBS-I-092e27bb-IT,it,mare,internal,hotel,,San Benedetto del Tronto,Marche,quali sono i migliori hotel a San Benedetto del Tronto?,hotel san benedetto del tronto,138000
OBS-I-09afeccb-IT,it,mare,internal,hotel,,San Felice Circeo,Lazio,quali sono i migliori hotel a San Felice Circeo?,hotel san felice circeo,22090
OBS-I-09d6db41-IT,it,mare,internal,organizzazione,,Duino,Friuli-Venezia Giulia,cosa vedere a Duino?,duino cosa vedere,1430
OBS-I-0a67e43f-EN,en,mare,internal,hotel,,Bellaria-Igea Marina,Emilia-Romagna,what are the best hotels in Bellaria-Igea Marina?,hotels in bellaria-igea marina,1240
OBS-I-0aaa539f-EN,en,mare,internal,hotel,,Alassio,Liguria,what are the best hotels in Alassio?,alassio hotels,5870
OBS-I-0ab0902d-IT,it,mare,internal,hotel,lusso,Milano Marittima,Emilia-Romagna,quali sono i migliori hotel di lusso a Milano Marittima?,hotel 5 stelle milano marittima,6700
OBS-I-0ab2f465-EN,en,mare,internal,hotel,,Duino,Friuli-Venezia Giulia,what are the best hotels in Duino?,duino hotels,2140
OBS-I-0b598942-IT,it,mare,internal,hotel,,Lido DI Dante,Emilia-Romagna,quali sono i migliori hotel a Lido DI Dante?,hotel lido di dante,2810
OBS-I-0b79de67-IT,it,mare,internal,hotel,economici,Castiglione della Pescaia,Toscana,quali sono i migliori hotel economici a Castiglione della Pescaia?,hotel economici castiglione della pescaia,1530
OBS-I-0c2c4593-EN,en,mare,internal,hotel,,Lerici; Tellaro ,Liguria,what are the best hotels in Lerici?,hotels in lerici,25400
OBS-I-0c8a381f-EN,en,mare,internal,hotel,famiglie,Forte dei Marmi,Toscana,what are the best family-friendly hotels in Forte dei Marmi?,forte dei marmi family hotels,2300
OBS-I-0c98a72f-EN,en,mare,internal,hotel,,Pescara,Abruzzo,what are the best hotels in Pescara?,hotels in pescara,12820
OBS-I-0d33ba40-IT,it,mare,internal,organizzazione,,San Vincenzo,Toscana,cosa vedere a San Vincenzo?,cosa vedere san vincenzo,2180
OBS-I-0e1650fd-IT,it,mare,internal,organizzazione,,Chioggia,Veneto,cosa vedere a Chioggia?,chioggia cosa vedere,40600
OBS-I-0ec8316a-IT,it,mare,internal,organizzazione,,Rosolina Mare,Veneto,cosa vedere a Rosolina Mare?,cosa vedere a rosolina mare,1050
OBS-I-0f0e0cbc-EN,en,mare,internal,organizzazione,,Olbia,Sardegna,what to see in Olbia?,things to do in olbia,20360
OBS-I-0fcfdbdc-IT,it,mare,internal,hotel,lusso,Vieste,Puglia,quali sono i migliori hotel di lusso a Vieste?,hotel 5 stelle vieste,1760
OBS-I-0fe1e8be-EN,en,mare,internal,hotel,economici,Positano,Campania,what are the best budget hotels in Positano?,cheap hotels in positano,4670
OBS-I-1075d2bc-EN,en,mare,internal,hotel,,Portofino,Liguria,what are the best hotels in Portofino?,portofino hotels,200500
OBS-I-10780407-EN,en,mare,internal,hotel,,Isola di Capo Rizzuto ,Calabria,what are the best hotels in Isola di Capo Rizzuto?,isola di capo rizzuto hotels,5470
OBS-I-1166d36e-EN,en,mare,internal,hotel,,Procida,Campania,what are the best hotels in Procida?,hotels in procida,46600
OBS-I-11fc0ce1-IT,it,mare,internal,hotel,economici,Viareggio,Toscana,quali sono i migliori hotel economici a Viareggio?,hotel economici viareggio,7330
OBS-I-120791c6-EN,en,mare,internal,hotel,lusso,Sanremo,Liguria,what are the best luxury hotels in Sanremo?,sanremo luxury hotels,2300
OBS-I-12596ca4-EN,en,mare,internal,hotel,,Fano,Marche,what are the best hotels in Fano?,hotels in fano,12340
OBS-I-128506f6-IT,it,mare,internal,hotel,,Maiori,Campania,quali sono i migliori hotel a Maiori?,hotel maiori,17500
OBS-I-13765bc8-IT,it,mare,internal,hotel,,Costiera Amalfitana,Campania,dove dormire in zona Costiera Amalfitana?,dove alloggiare costiera amalfitana,7090
OBS-I-13e16466-IT,it,mare,internal,hotel,famiglie,Vasto,Abruzzo,quali sono i migliori hotel per famiglie a Vasto?,family hotel vasto,1450
OBS-I-144b8558-IT,it,mare,internal,hotel,economici,Sestri Levante,Liguria,quali sono i migliori hotel economici a Sestri Levante?,hotel economici sestri levante,3500
OBS-I-144e2de8-IT,it,mare,internal,hotel,economici,Scalea,Calabria,quali sono i migliori hotel economici a Scalea?,hotel economici scalea,1360
OBS-I-153fc63d-IT,it,mare,internal,organizzazione,,Policoro,Basilicata,cosa vedere a Policoro?,cosa vedere policoro,4740
OBS-I-159d2936-EN,en,mare,internal,hotel,,La Maddalena,Sardegna,what are the best hotels in La Maddalena?,hotels in la maddalena,3890
OBS-I-159f9634-EN,en,mare,internal,hotel,,Punta Ala,Toscana,what are the best hotels in Punta Ala?,hotels in punta ala,2120
OBS-I-15b57095-IT,it,mare,internal,hotel,,Bernalda,Basilicata,quali sono i migliori hotel a Bernalda?,hotel bernalda,2820
OBS-I-15c0bad6-IT,it,mare,internal,hotel,,Cervia,Emilia-Romagna,quali sono i migliori hotel a Cervia?,hotel cervia,178400
OBS-I-18980e30-EN,en,mare,internal,hotel,,Amalfi,Campania,what are the best hotels in Amalfi?,amalfi hotels,102300
OBS-I-18a3eef4-IT,it,mare,internal,organizzazione,,Isola d'Elba ,Toscana,cosa vedere a Isola d'Elba?,isola d'elba cosa vedere,24020
OBS-I-18bbb775-EN,en,mare,internal,hotel,,Cervia,Emilia-Romagna,what are the best hotels in Cervia?,hotels in cervia,3830
OBS-I-18daf877-EN,en,mare,internal,hotel,,Maiori,Campania,what are the best hotels in Maiori?,hotels in maiori,6670
OBS-I-1996c51a-IT,it,mare,internal,organizzazione,,Vieste,Puglia,cosa vedere a Vieste?,cosa vedere vieste,24830
OBS-I-1b729f47-IT,it,mare,internal,hotel,,Arbatax,Sardegna,quali sono i migliori hotel ad Arbatax?,hotel arbatax,8850
OBS-I-1c37643a-IT,it,mare,internal,organizzazione,,Roseto degli Abruzzi,Abruzzo,cosa vedere a Roseto degli Abruzzi?,cosa vedere roseto degli abruzzi,3940
OBS-I-1c473812-IT,it,mare,internal,hotel,,Monopoli,Puglia,quali sono i migliori hotel a Monopoli?,hotel monopoli,24280
OBS-I-1c535007-EN,en,mare,internal,hotel,,Capri,Campania,what are the best hotels in Capri?,hotels in capri,351200
OBS-I-1ca96c09-IT,it,mare,internal,organizzazione,,Mattinata,Puglia,cosa vedere a Mattinata?,cosa vedere a mattinata,3290
OBS-I-1cd39329-IT,it,mare,internal,organizzazione,,Sanremo,Liguria,cosa vedere a Sanremo?,cosa vedere a sanremo,15210
OBS-I-1cfbbc32-IT,it,mare,internal,hotel,lusso,Positano,Campania,quali sono i migliori hotel di lusso a Positano?,hotel 5 stelle positano,4400
OBS-I-1d14cd81-EN,en,mare,internal,hotel,famiglie,Amalfi,Campania,what are the best family-friendly hotels in Amalfi?,amalfi family hotels,1810
OBS-I-1d17320c-EN,en,mare,internal,organizzazione,,Positano,Campania,what to see in Positano?,things to do in positano,51200
OBS-I-1e17147e-IT,it,mare,internal,hotel,,Rosolina,Veneto,quali sono i migliori hotel a Rosolina?,hotel rosolina,5030
OBS-I-1efb9072-EN,en,mare,internal,organizzazione,,Giardini-Naxos,Sicilia,what to see in Giardini-Naxos?,things to do in giardini-naxos,3470
OBS-I-1f2f876c-IT,it,mare,internal,hotel,famiglie,Numana,Marche,quali sono i migliori hotel per famiglie a Numana?,family hotel numana,2050
OBS-I-1f475c51-IT,it,mare,internal,organizzazione,,Pesaro,Marche,cosa vedere a Pesaro?,cosa vedere a pesaro,22900
OBS-I-1f4e75cd-EN,en,mare,internal,hotel,,Rapallo,Liguria,what are the best hotels in Rapallo?,hotels in rapallo,32200
OBS-I-1f7c0efa-EN,en,mare,internal,hotel,,Santa Severa,Lazio,what are the best hotels in Santa Severa?,santa severa hotels,2490
OBS-I-1ffab9e6-IT,it,mare,internal,hotel,,Chioggia,Veneto,quali sono i migliori hotel a Chioggia?,hotel chioggia,21080
OBS-I-20160688-EN,en,mare,internal,hotel,lusso,Sorrento,Campania,what are the best luxury hotels in Sorrento?,luxury hotels in sorrento,26220
OBS-I-20895693-IT,it,mare,internal,organizzazione,,Maiori,Campania,cosa vedere a Maiori?,cosa vedere a maiori,3660
OBS-I-21316b35-EN,en,mare,internal,hotel,,San Benedetto del Tronto,Marche,what are the best hotels in San Benedetto del Tronto?,hotels in san benedetto del tronto,2400
OBS-I-21612d8b-IT,it,mare,internal,hotel,,Villasimius,Sardegna,quali sono i migliori hotel a Villasimius?,hotel villasimius,31400
OBS-I-216d5f93-EN,en,mare,internal,hotel,,Vasto,Abruzzo,what are the best hotels in Vasto?,hotels in vasto,1640
OBS-I-2172d39b-IT,it,mare,internal,hotel,,Monterosso al Mare,Liguria,quali sono i migliori hotel a Monterosso al Mare?,hotel monterosso al mare,26940
OBS-I-218cd159-IT,it,mare,internal,hotel,,Gaeta,Lazio,quali sono i migliori hotel a Gaeta?,hotel gaeta,63000
OBS-I-21ff6caa-IT,it,mare,internal,organizzazione,,Comacchio,Emilia-Romagna,cosa vedere a Comacchio?,cosa vedere comacchio,39800
OBS-I-237867b6-IT,it,mare,internal,hotel,,Jesolo,Veneto,quali sono i migliori hotel a Jesolo?,hotel jesolo,201800
OBS-I-23b0b7e8-IT,it,mare,internal,organizzazione,,Maremma,Toscana,cosa vedere e cosa fare in zona Maremma?,maremma cosa vedere,3330
OBS-I-2576ec8a-EN,en,mare,internal,hotel,economici,Capri,Campania,what are the best budget hotels in Capri?,cheap hotels in capri,1760
OBS-I-25b13f12-IT,it,mare,internal,organizzazione,,Jesolo,Veneto,cosa vedere a Jesolo?,cosa fare a jesolo,6090
OBS-I-2622949b-EN,en,mare,internal,hotel,,Gaeta,Lazio,what are the best hotels in Gaeta?,hotels in gaeta,46100
OBS-I-26e1497b-IT,it,mare,internal,organizzazione,,Moneglia,Liguria,cosa vedere a Moneglia?,moneglia cosa vedere,3440
OBS-I-26ee8288-IT,it,mare,internal,hotel,economici,San Vito Lo Capo,Sicilia,quali sono i migliori hotel economici a San Vito Lo Capo?,hotel economici san vito lo capo,2030
OBS-I-26fd8804-IT,it,mare,internal,organizzazione,,Riviera del Conero,Marche,cosa vedere e cosa fare in zona Riviera del Conero?,riviera del conero cosa vedere,3260
OBS-I-276d5212-IT,it,mare,internal,organizzazione,,Capo Vaticano,Calabria,cosa vedere a Capo Vaticano?,capo vaticano cosa vedere,7220
OBS-I-27ef156e-EN,en,mare,internal,hotel,,Sirolo,Marche,what are the best hotels in Sirolo?,sirolo hotels,18880
OBS-I-27fd874f-IT,it,mare,internal,hotel,,Roseto degli Abruzzi,Abruzzo,quali sono i migliori hotel a Roseto degli Abruzzi?,hotel roseto degli abruzzi,45400
OBS-I-280b50e2-IT,it,mare,internal,hotel,lusso,Isola d'Elba ,Toscana,quali sono i migliori hotel di lusso a Isola d'Elba?,hotel 5 stelle isola d'elba,2640
OBS-I-285579b8-IT,it,mare,internal,organizzazione,,Forio,Campania,cosa vedere a Forio?,cosa vedere a forio,1680
OBS-I-286711fc-EN,en,mare,internal,organizzazione,,Polignano a Mare,Puglia,what to see in Polignano a Mare?,things to do in polignano a mare,10730
OBS-I-290318dd-IT,it,mare,internal,hotel,,Termoli,Molise,quali sono i migliori hotel a Termoli?,hotel termoli,61700
OBS-I-2a36972c-IT,it,mare,internal,hotel,,Arzachena,Sardegna,quali sono i migliori hotel ad Arzachena?,hotel arzachena,8250
OBS-I-2a44240d-IT,it,mare,internal,hotel,famiglie,Villasimius,Sardegna,quali sono i migliori hotel per famiglie a Villasimius?,family hotel villasimius,1190
OBS-I-2a5548cf-EN,en,mare,internal,organizzazione,,Portofino,Liguria,what to see in Portofino?,things to do in portofino,16780
OBS-I-2af0c0b0-IT,it,mare,internal,hotel,,Praia a Mare,Calabria,quali sono i migliori hotel a Praia a Mare?,hotel praia a mare,28070
OBS-I-2af2103d-EN,en,mare,internal,hotel,,Termoli,Molise,what are the best hotels in Termoli?,termoli hotels,67100
OBS-I-2b26123d-IT,it,mare,internal,organizzazione,,Cefalù,Sicilia,cosa vedere a Cefalù?,cefalù cosa vedere,17810
OBS-I-2b684fb8-EN,en,mare,internal,hotel,,Forte dei Marmi,Toscana,what are the best hotels in Forte dei Marmi?,forte dei marmi hotels,15750
OBS-I-2bd62831-EN,en,mare,internal,hotel,,Cesenatico,Emilia-Romagna,what are the best hotels in Cesenatico?,hotels in cesenatico,5500
OBS-I-2daf334e-IT,it,mare,internal,organizzazione,,Vico del Gargano,Puglia,cosa vedere a Vico del Gargano?,cosa vedere vico del gargano,1750
OBS-I-2ddd11ff-EN,en,mare,internal,hotel,,Torre dell'Orso,Puglia,what are the best hotels in Torre dell'Orso?,torre dell'orso hotels,7890
OBS-I-2edb4cf9-EN,en,mare,internal,organizzazione,,Forte dei Marmi,Toscana,what to see in Forte dei Marmi?,things to do in forte dei marmi,2090
OBS-I-2eddaafd-EN,en,mare,internal,hotel,,Chioggia,Veneto,what are the best hotels in Chioggia?,hotels in chioggia,7100
OBS-I-2f07817b-EN,en,mare,internal,hotel,economici,Rimini,Emilia-Romagna,what are the best budget hotels in Rimini?,cheap hotels in rimini,1850
OBS-I-2f0cfaa2-IT,it,mare,internal,hotel,lusso,Bibione,Veneto,quali sono i migliori hotel di lusso a Bibione?,hotel 5 stelle bibione,1500
OBS-I-3012a2ef-EN,en,mare,internal,hotel,,Ameglia; Montemarcello ,Liguria,what are the best hotels in Ameglia?,ameglia hotels,1630
OBS-I-306f2a64-IT,it,mare,internal,hotel,economici,Finalborgo; Finale Ligure ,Liguria,quali sono i migliori hotel economici a Finale Ligure?,hotel economici finale ligure,3000
OBS-I-30a2a72c-IT,it,mare,internal,hotel,famiglie,Finalborgo; Finale Ligure ,Liguria,quali sono i migliori hotel per famiglie a Finale Ligure?,family hotel finale ligure,1430
OBS-I-30ba0a57-EN,en,mare,internal,hotel,lusso,Olbia,Sardegna,what are the best luxury hotels in Olbia?,luxury hotels in olbia,1580
OBS-I-3194645e-IT,it,mare,internal,hotel,,Positano,Campania,quali sono i migliori hotel a Positano?,hotel positano,49700
OBS-I-326bbdc5-IT,it,mare,internal,hotel,famiglie,Vieste,Puglia,quali sono i migliori hotel per famiglie a Vieste?,family hotel vieste,2400
OBS-I-32870b6e-IT,it,mare,internal,hotel,famiglie,Bibione,Veneto,quali sono i migliori hotel per famiglie a Bibione?,family hotel bibione,6330
OBS-I-32b61bea-IT,it,mare,internal,organizzazione,,Porto Cesareo,Puglia,cosa vedere a Porto Cesareo?,cosa vedere porto cesareo,7850
OBS-I-32e08065-IT,it,mare,internal,organizzazione,,Terracina,Lazio,cosa vedere a Terracina?,cosa vedere a terracina,6370
OBS-I-3355ee87-IT,it,mare,internal,hotel,famiglie,Lignano Sabbiadoro,Friuli-Venezia Giulia,quali sono i migliori hotel per famiglie a Lignano Sabbiadoro?,family hotel lignano sabbiadoro,3870
OBS-I-335f49c2-EN,en,mare,internal,organizzazione,,Gallipoli,Puglia,what to see in Gallipoli?,what to do in gallipoli,5240
OBS-I-341a7977-IT,it,mare,internal,organizzazione,,Castagneto Carducci,Toscana,cosa vedere a Castagneto Carducci?,cosa vedere castagneto carducci,5840
OBS-I-3434da81-IT,it,mare,internal,hotel,,Alassio,Liguria,quali sono i migliori hotel ad Alassio?,hotel alassio,133600
OBS-I-34415ff6-EN,en,mare,internal,hotel,,Taormina,Sicilia,what are the best hotels in Taormina?,hotels in taormina,269300
OBS-I-34974c95-IT,it,mare,internal,organizzazione,,Taormina,Sicilia,cosa vedere a Taormina?,cosa vedere taormina,32300
OBS-I-357eabc2-IT,it,mare,internal,hotel,,Costa Rei,Sardegna,quali sono i migliori hotel a Costa Rei?,hotel costa rei,6710
OBS-I-36978638-IT,it,mare,internal,hotel,,Castellabate,Campania,quali sono i migliori hotel a Castellabate?,hotel castellabate,20380
OBS-I-374beacd-IT,it,mare,internal,hotel,famiglie,Milano Marittima,Emilia-Romagna,quali sono i migliori hotel per famiglie a Milano Marittima?,family hotel milano marittima,87080
OBS-I-377a65a7-IT,it,mare,internal,hotel,economici,Diano Marina,Liguria,quali sono i migliori hotel economici a Diano Marina?,hotel economici diano marina,2240
OBS-I-37ca047a-IT,it,mare,internal,hotel,,Marina di Ravenna,Emilia-Romagna,quali sono i migliori hotel a Marina di Ravenna?,hotel marina di ravenna,19140
OBS-I-38089910-EN,en,mare,internal,hotel,,Costa Rei,Sardegna,what are the best hotels in Costa Rei?,hotels in costa rei,1870
OBS-I-3829d2f3-IT,it,mare,internal,organizzazione,,Castiglione della Pescaia,Toscana,cosa vedere a Castiglione della Pescaia?,cosa vedere castiglione della pescaia,7390
OBS-I-39381929-EN,en,mare,internal,hotel,,Monfalcone,Friuli-Venezia Giulia,what are the best hotels in Monfalcone?,monfalcone hotels,15360
OBS-I-39b96d92-IT,it,mare,internal,hotel,,Isola di Capo Rizzuto ,Calabria,quali sono i migliori hotel a Isola di Capo Rizzuto?,hotel isola di capo rizzuto,4810
OBS-I-39dc3ddd-IT,it,mare,internal,hotel,,Pescara,Abruzzo,quali sono i migliori hotel a Pescara?,hotel pescara,67600
OBS-I-3ab85f55-IT,it,mare,internal,organizzazione,,Porto Ercole,Toscana,cosa vedere a Porto Ercole?,porto ercole cosa vedere,7390
OBS-I-3afddfa2-EN,en,mare,internal,hotel,,Polignano a Mare,Puglia,what are the best hotels in Polignano a Mare?,hotels in polignano a mare,12420
OBS-I-3b1ffb21-EN,en,mare,internal,hotel,,San Nicola Arcella,Calabria,what are the best hotels in San Nicola Arcella?,san nicola arcella hotels,7000
OBS-I-3b692034-IT,it,mare,internal,hotel,,Piombino; Populonia ,Toscana,quali sono i migliori hotel a Piombino?,hotel piombino,11330
OBS-I-3bae4a3d-EN,en,mare,internal,hotel,,Sciacca,Sicilia,what are the best hotels in Sciacca?,hotels in sciacca,17300
OBS-I-3bb7094f-EN,en,mare,internal,hotel,,Riccione,Emilia-Romagna,what are the best hotels in Riccione?,hotels in riccione,9780
OBS-I-3c09cab0-EN,en,mare,internal,hotel,economici,Taormina,Sicilia,what are the best budget hotels in Taormina?,cheap hotels in taormina,1110
OBS-I-3cd1d146-EN,en,mare,internal,hotel,,Fondi,Lazio,what are the best hotels in Fondi?,fondi hotels,1250
OBS-I-3cd53ae1-IT,it,mare,internal,organizzazione,,Peschici,Puglia,cosa vedere a Peschici?,cosa vedere peschici,14140
OBS-I-3cdcdf65-EN,en,mare,internal,hotel,lusso,Positano,Campania,what are the best luxury hotels in Positano?,luxury hotels in positano,45900
OBS-I-3cf647aa-IT,it,mare,internal,hotel,,Francavilla al Mare,Abruzzo,quali sono i migliori hotel a Francavilla al Mare?,hotel francavilla al mare,19750
OBS-I-3d0146d6-IT,it,mare,internal,hotel,famiglie,Castiglione della Pescaia,Toscana,quali sono i migliori hotel per famiglie a Castiglione della Pescaia?,family hotel castiglione della pescaia,2090
OBS-I-3d2f4e82-IT,it,mare,internal,hotel,famiglie,San Vito Lo Capo,Sicilia,quali sono i migliori hotel per famiglie a San Vito Lo Capo?,family hotel san vito lo capo,1080
OBS-I-3e1cbd4e-IT,it,mare,internal,organizzazione,,San Teodoro,Sardegna,cosa vedere a San Teodoro?,cosa vedere san teodoro,3510
OBS-I-3e8096de-IT,it,mare,internal,hotel,economici,Lignano Sabbiadoro,Friuli-Venezia Giulia,quali sono i migliori hotel economici a Lignano Sabbiadoro?,hotel economici lignano sabbiadoro,4320
OBS-I-3ee54ed1-IT,it,mare,internal,hotel,,La Maddalena,Sardegna,quali sono i migliori hotel alla Maddalena?,hotel la maddalena,12390
OBS-I-3f461e58-EN,en,mare,internal,organizzazione,,Orosei,Sardegna,what to see in Orosei?,things to do in orosei,1040
OBS-I-406a368c-EN,en,mare,internal,organizzazione,,Pesaro,Marche,what to see in Pesaro?,things to do in pesaro,1510
OBS-I-40d00112-EN,en,mare,internal,hotel,,Jesolo,Veneto,what are the best hotels in Jesolo?,hotels in jesolo,18430
OBS-I-414e6efd-IT,it,mare,internal,hotel,lusso,Cefalù,Sicilia,quali sono i migliori hotel di lusso a Cefalù?,hotel 5 stelle cefalù,1440
OBS-I-4198dd55-EN,en,mare,internal,hotel,famiglie,Cesenatico,Emilia-Romagna,what are the best family-friendly hotels in Cesenatico?,cesenatico family hotels,3140
OBS-I-42336b2e-IT,it,mare,internal,hotel,lusso,Tropea,Calabria,quali sono i migliori hotel di lusso a Tropea?,hotel 5 stelle tropea,2550
OBS-I-4250bec2-IT,it,mare,internal,organizzazione,,Fano,Marche,cosa vedere a Fano?,cosa vedere a fano,9840
OBS-I-4259433c-IT,it,mare,internal,hotel,economici,Gaeta,Lazio,quali sono i migliori hotel economici a Gaeta?,hotel economici gaeta,2920
OBS-I-427a3ef3-IT,it,mare,internal,organizzazione,,Cesenatico,Emilia-Romagna,cosa vedere a Cesenatico?,cosa vedere a cesenatico,11280
OBS-I-4286b87e-IT,it,mare,internal,hotel,lusso,Rapallo,Liguria,quali sono i migliori hotel di lusso a Rapallo?,hotel 5 stelle rapallo,3060
OBS-I-4318e93e-EN,en,mare,internal,organizzazione,,Forio,Campania,what to see in Forio?,things to do in forio,1080
OBS-I-438cf5cf-IT,it,mare,internal,hotel,,Bibione,Veneto,quali sono i migliori hotel a Bibione?,hotel bibione,65800
OBS-I-43e174f7-IT,it,mare,internal,hotel,economici,Positano,Campania,quali sono i migliori hotel economici a Positano?,hotel economici positano,1690
OBS-I-45b890fe-IT,it,mare,internal,hotel,famiglie,Bellaria-Igea Marina,Emilia-Romagna,quali sono i migliori hotel per famiglie a Bellaria-Igea Marina?,family hotel bellaria-igea marina,3510
OBS-I-45bca495-IT,it,mare,internal,hotel,,Marina Romea,Emilia-Romagna,quali sono i migliori hotel a Marina Romea?,hotel marina romea,5340
OBS-I-45e7d0f5-EN,en,mare,internal,hotel,,Forio,Campania,what are the best hotels in Forio?,forio hotels,12180
OBS-I-46088afd-IT,it,mare,internal,organizzazione,,Torre dell'Orso,Puglia,cosa vedere a Torre dell'Orso?,torre dell'orso cosa vedere,3020
OBS-I-4696401f-IT,it,mare,internal,organizzazione,,Viareggio,Toscana,cosa vedere a Viareggio?,cosa vedere a viareggio,11460
OBS-I-47d832d9-IT,it,mare,internal,organizzazione,,Versilia,Toscana,cosa vedere e cosa fare in zona Versilia?,versilia cosa vedere,2850
OBS-I-47f3017c-EN,en,mare,internal,hotel,,Porto Ercole,Toscana,what are the best hotels in Porto Ercole?,porto ercole hotels,4500
OBS-I-48256da1-EN,en,mare,internal,hotel,famiglie,Isola d'Elba ,Toscana,what are the best family-friendly hotels in Isola d'Elba?,isola d'elba family hotels,1260
OBS-I-496173b3-IT,it,mare,internal,hotel,,Capo Vaticano,Calabria,quali sono i migliori hotel a Capo Vaticano?,hotel capo vaticano,19180
OBS-I-49952e44-IT,it,mare,internal,hotel,,Giardini-Naxos,Sicilia,quali sono i migliori hotel a Giardini-Naxos?,hotel giardini-naxos,36000
OBS-I-4ac401d3-IT,it,mare,internal,hotel,,Sabaudia,Lazio,quali sono i migliori hotel a Sabaudia?,hotel sabaudia,31240
OBS-I-4b2b5a57-IT,it,mare,internal,hotel,lusso,Senigallia,Marche,quali sono i migliori hotel di lusso a Senigallia?,hotel 5 stelle senigallia,1830
OBS-I-4b4b3400-IT,it,mare,internal,hotel,economici,Milano Marittima,Emilia-Romagna,quali sono i migliori hotel economici a Milano Marittima?,hotel economici milano marittima,4350
OBS-I-4bab3f43-IT,it,mare,internal,hotel,,Soverato,Calabria,quali sono i migliori hotel a Soverato?,hotel soverato,13200
OBS-I-4bdab7f7-IT,it,mare,internal,hotel,,Ortona,Abruzzo,quali sono i migliori hotel a Ortona?,hotel ortona,11680
OBS-I-4d0a0c5e-EN,en,mare,internal,hotel,,Senigallia,Marche,what are the best hotels in Senigallia?,hotels in senigallia,3080
OBS-I-4d0a9e58-IT,it,mare,internal,organizzazione,,Forte dei Marmi,Toscana,cosa vedere a Forte dei Marmi?,cosa vedere forte dei marmi,13140
OBS-I-4d97083a-IT,it,mare,internal,hotel,,Riccione,Emilia-Romagna,quali sono i migliori hotel a Riccione?,hotel riccione,267600
OBS-I-4d9816a0-IT,it,mare,internal,hotel,,Cattolica,Emilia-Romagna,quali sono i migliori hotel a Cattolica?,hotel cattolica,177100
OBS-I-50c9043a-IT,it,mare,internal,hotel,lusso,Jesolo,Veneto,quali sono i migliori hotel di lusso a Jesolo?,hotel 5 stelle jesolo,5150
OBS-I-51345ddc-EN,en,mare,internal,organizzazione,,Sorrento,Campania,what to see in Sorrento?,things to do in sorrento,151500
OBS-I-51f63f8a-EN,en,mare,internal,hotel,lusso,Capri,Campania,what are the best luxury hotels in Capri?,luxury hotels in capri,34180
OBS-I-521bf7f5-EN,en,mare,internal,hotel,famiglie,Sorrento,Campania,what are the best family-friendly hotels in Sorrento?,family hotels in sorrento,3330
OBS-I-526f7648-IT,it,mare,internal,organizzazione,,Costa degli Dei,Calabria,cosa vedere e cosa fare in zona Costa degli Dei?,escursioni costa degli dei,1220
OBS-I-5327352e-IT,it,mare,internal,hotel,,Diamante,Calabria,quali sono i migliori hotel a Diamante?,hotel diamante,81700
OBS-I-5367add4-IT,it,mare,internal,organizzazione,,Paestum,Campania,cosa vedere a Paestum?,cosa vedere paestum,14810
OBS-I-53a19a0c-IT,it,mare,internal,hotel,famiglie,Giulianova,Abruzzo,quali sono i migliori hotel per famiglie a Giulianova?,family hotel giulianova,1690
OBS-I-54714bba-IT,it,mare,internal,organizzazione,,Rodi Garganico,Puglia,cosa vedere a Rodi Garganico?,cosa vedere rodi garganico,7730
OBS-I-54b8bb95-EN,en,mare,internal,hotel,coppie,Amalfi,Campania,what are the best romantic hotels in Amalfi?,romantic hotels in amalfi,1340
